user_id,archetype,state,transaction_date,month,year,month_key,category,merchant,amount,is_subscription,subscription_frequency,monthly_total,prev_month_total,month_over_month_change_pct,avg_monthly_spend,credit_score_impact_category,spending_velocity_7d
USER_0000,frugal_saver,TX,2024-01-15,1,2024,2024-01,Sports & Fitness,Academy Sports,27.55,False,one-time,52.34,871.74,-94.0,881.72,positive,6
USER_0000,frugal_saver,TX,2024-11-14,11,2024,2024-11,Jewelry,Zales,17.46,False,one-time,59.77,55.12,8.44,782.87,negative,16
USER_0000,frugal_saver,TX,2024-04-03,4,2024,2024-04,Subscriptions,Apple One,29.99,True,monthly,45.26,49.99,-9.46,758.44,negative,14
USER_0000,frugal_saver,TX,2024-05-22,5,2024,2024-05,Online Shopping,Wayfair,29.67,False,one-time,74.78,45.26,65.22,699.66,neutral,2
USER_0000,frugal_saver,TX,2024-10-03,10,2024,2024-10,Subscriptions,HBO Max,17.99,True,monthly,73.11,86.98,-15.95,867.5,negative,3
USER_0000,frugal_saver,TX,2024-01-16,1,2024,2024-01,Travel,Delta Airlines,21.86,False,one-time,74.2,838.83,-91.15,737.25,positive,17
USER_0000,frugal_saver,TX,2024-12-08,12,2024,2024-12,Travel,Airbnb,24.33,False,one-time,105.51,59.77,76.53,864.06,positive,7
USER_0000,frugal_saver,TX,2024-11-06,11,2024,2024-11,Coffee Shops,Starbucks,21.85,False,one-time,81.62,73.11,11.64,719.3,neutral,11
USER_0000,frugal_saver,TX,2024-02-25,2,2024,2024-02,Clothing,Nordstrom,41.48,False,one-time,77.63,74.2,4.62,909.96,neutral,14
USER_0000,frugal_saver,TX,2024-04-11,4,2024,2024-04,Coffee Shops,Dunkin',26.56,False,one-time,71.82,49.99,43.67,865.4,neutral,5
USER_0000,frugal_saver,TX,2024-10-16,10,2024,2024-10,Electronics,Micro Center,18.2,False,one-time,91.31,86.98,4.98,696.55,neutral,12
USER_0000,frugal_saver,TX,2024-01-07,1,2024,2024-01,Online Shopping,Wayfair,33.25,False,one-time,107.45,673.77,-84.05,910.59,neutral,16
USER_0000,frugal_saver,TX,2024-12-28,12,2024,2024-12,Entertainment,Dave & Buster's,16.9,False,one-time,122.41,81.62,49.98,900.71,neutral,17
USER_0000,frugal_saver,TX,2024-08-26,8,2024,2024-08,Coffee Shops,Peet's Coffee,28.34,False,one-time,91.45,77.73,17.65,738.92,neutral,4
USER_0000,frugal_saver,TX,2024-05-22,5,2024,2024-05,Travel,Airbnb,10.99,False,one-time,85.77,71.82,19.42,840.37,positive,12
USER_0000,frugal_saver,TX,2024-01-15,1,2024,2024-01,Electronics,Apple Store,16.04,False,one-time,123.49,796.02,-84.49,765.16,neutral,10
USER_0000,frugal_saver,TX,2024-06-23,6,2024,2024-06,Utilities,Duke Energy,28.24,False,one-time,154.44,85.77,80.06,803.99,positive,8
USER_0000,frugal_saver,TX,2024-02-13,2,2024,2024-02,Jewelry,Pandora,32.57,False,one-time,110.2,123.49,-10.76,737.68,negative,17
USER_0000,frugal_saver,TX,2024-11-26,11,2024,2024-11,Gas,Shell,28.04,False,one-time,109.66,91.31,20.1,733.18,positive,9
USER_0000,frugal_saver,TX,2024-06-05,6,2024,2024-06,Electronics,Micro Center,25.74,False,one-time,180.18,85.77,110.07,762.5,neutral,12
USER_0000,frugal_saver,TX,2024-06-29,6,2024,2024-06,Clothing,Nike,24.26,False,one-time,204.44,85.77,138.36,708.96,neutral,8
USER_0000,frugal_saver,TX,2024-06-10,6,2024,2024-06,Healthcare,Walgreens,14.84,False,one-time,219.28,85.77,155.66,857.27,positive,10
USER_0000,frugal_saver,TX,2024-10-28,10,2024,2024-10,Healthcare,LabCorp,20.91,False,one-time,112.22,86.98,29.02,879.83,positive,11
USER_0001,lifestyle_spender,NY,2024-04-26,4,2024,2024-04,Clothing,H&M,122.36,False,one-time,122.36,4874.43,-97.49,3995.89,neutral,3
USER_0001,lifestyle_spender,NY,2024-01-28,1,2024,2024-01,Coffee Shops,Dunkin',213.43,False,one-time,213.43,4748.17,-95.51,4841.27,neutral,5
USER_0001,lifestyle_spender,NY,2024-01-07,1,2024,2024-01,Gas,BP,170.62,False,one-time,384.05,4392.84,-91.26,4073.89,positive,3
USER_0001,lifestyle_spender,NY,2024-05-09,5,2024,2024-05,Gas,Shell,44.22,False,one-time,44.22,122.36,-63.86,4365.96,positive,4
USER_0001,lifestyle_spender,NY,2024-10-22,10,2024,2024-10,Groceries,Kroger,169.45,False,one-time,169.45,3868.56,-95.62,4584.83,positive,11
USER_0001,lifestyle_spender,NY,2024-02-13,2,2024,2024-02,Dining,Local Diner,126.9,False,one-time,126.9,384.05,-66.96,4643.53,neutral,9
USER_0001,lifestyle_spender,NY,2024-09-24,9,2024,2024-09,Gas,ExxonMobil,109.38,False,one-time,109.38,5148.3,-97.88,5161.54,positive,11
USER_0001,lifestyle_spender,NY,2024-10-18,10,2024,2024-10,Utilities,AT&T,186.7,False,one-time,356.15,109.38,225.61,4105.51,positive,8
USER_0001,lifestyle_spender,NY,2024-05-15,5,2024,2024-05,Entertainment,Regal Cinema,211.86,False,one-time,256.08,122.36,109.28,3926.34,neutral,2
USER_0001,lifestyle_spender,NY,2024-07-28,7,2024,2024-07,Utilities,Water Dept,205.88,False,one-time,205.88,4124.27,-95.01,4137.49,positive,11
USER_0001,lifestyle_spender,NY,2024-12-25,12,2024,2024-12,Dining,Chipotle,99.65,False,one-time,99.65,5263.04,-98.11,4888.57,neutral,8
USER_0001,lifestyle_spender,NY,2024-08-05,8,2024,2024-08,Subscriptions,Hulu,14.99,True,monthly,14.99,205.88,-92.72,4940.95,negative,4
USER_0001,lifestyle_spender,NY,2024-01-31,1,2024,2024-01,Subscriptions,Disney+,19.99,True,monthly,404.04,4390.48,-90.8,4457.74,negative,11
USER_0001,lifestyle_spender,NY,2024-12-24,12,2024,2024-12,Clothing,Nordstrom,131.45,False,one-time,231.1,4571.97,-94.95,4415.97,neutral,3
USER_0001,lifestyle_spender,NY,2024-08-09,8,2024,2024-08,Utilities,Duke Energy,169.88,False,one-time,184.87,205.88,-10.2,4134.05,positive,2
USER_0001,lifestyle_spender,NY,2024-12-10,12,2024,2024-12,Utilities,AT&T,208.53,False,one-time,439.63,4973.6,-91.16,4061.51,positive,18
USER_0001,lifestyle_spender,NY,2024-11-29,11,2024,2024-11,Clothing,Zara,121.25,False,one-time,121.25,356.15,-65.96,4413.44,neutral,17
USER_0001,lifestyle_spender,NY,2024-02-16,2,2024,2024-02,Jewelry,Tiffany & Co.,138.86,False,one-time,265.76,404.04,-34.22,3966.21,negative,7
USER_0001,lifestyle_spender,NY,2024-06-17,6,2024,2024-06,Gas,ExxonMobil,83.62,False,one-time,83.62,256.08,-67.35,4365.61,positive,3
USER_0001,lifestyle_spender,NY,2024-08-20,8,2024,2024-08,Subscriptions,Disney+,29.99,True,monthly,214.86,205.88,4.36,4867.94,negative,18
USER_0001,lifestyle_spender,NY,2024-01-01,1,2024,2024-01,Healthcare,Urgent Care,78.23,False,one-time,482.27,4343.85,-88.9,4078.24,positive,13
USER_0001,lifestyle_spender,NY,2024-11-14,11,2024,2024-11,Sports & Fitness,Academy Sports,198.75,False,one-time,320.0,356.15,-10.15,4099.8,positive,6
USER_0001,lifestyle_spender,NY,2024-05-27,5,2024,2024-05,Coffee Shops,Local Café,231.37,False,one-time,487.45,122.36,298.37,5138.75,neutral,9
USER_0001,lifestyle_spender,NY,2024-12-29,12,2024,2024-12,Subscriptions,Adobe CC,9.99,True,monthly,449.62,320.0,40.51,3950.83,negative,5
USER_0001,lifestyle_spender,NY,2024-08-24,8,2024,2024-08,Sports & Fitness,Dick's Sporting Goods,145.68,False,one-time,360.54,205.88,75.12,4792.41,positive,18
USER_0001,lifestyle_spender,NY,2024-12-27,12,2024,2024-12,Online Shopping,Wayfair,210.21,False,one-time,659.83,320.0,106.2,4154.04,neutral,6
USER_0001,lifestyle_spender,NY,2024-07-15,7,2024,2024-07,Utilities,Comcast,171.7,False,one-time,377.58,83.62,351.54,4197.93,positive,15
USER_0001,lifestyle_spender,NY,2024-06-23,6,2024,2024-06,Healthcare,LabCorp,111.29,False,one-time,194.91,487.45,-60.01,4206.83,positive,11
USER_0001,lifestyle_spender,NY,2024-10-27,10,2024,2024-10,Sports & Fitness,Academy Sports,171.68,False,one-time,527.83,109.38,382.57,4427.84,positive,17
USER_0001,lifestyle_spender,NY,2024-06-25,6,2024,2024-06,Home Improvement,Menards,242.28,False,one-time,437.19,487.45,-10.31,4259.4,positive,8
USER_0001,lifestyle_spender,NY,2024-12-23,12,2024,2024-12,Jewelry,Kay Jewelers,147.85,False,one-time,807.68,320.0,152.4,4379.55,negative,12
USER_0001,lifestyle_spender,NY,2024-08-30,8,2024,2024-08,Home Improvement,Menards,243.88,False,one-time,604.42,377.58,60.08,4720.98,positive,6
USER_0001,lifestyle_spender,NY,2024-09-10,9,2024,2024-09,Entertainment,Dave & Buster's,1.0,False,one-time,110.38,604.42,-81.74,5005.16,neutral,16
USER_0001,lifestyle_spender,NY,2024-02-21,2,2024,2024-02,Gas,Shell,199.31,False,one-time,465.07,482.27,-3.57,4378.47,positive,6
USER_0001,lifestyle_spender,NY,2024-02-08,2,2024,2024-02,Clothing,Nike,155.22,False,one-time,620.29,482.27,28.62,4361.6,neutral,4
USER_0001,lifestyle_spender,NY,2024-06-17,6,2024,2024-06,Online Shopping,Target,132.06,False,one-time,569.25,487.45,16.78,4252.49,neutral,17
USER_0001,lifestyle_spender,NY,2024-10-04,10,2024,2024-10,Subscriptions,Spotify,17.99,True,monthly,545.82,110.38,394.49,5068.25,negative,9
USER_0001,lifestyle_spender,NY,2024-02-16,2,2024,2024-02,Dining,McDonald's,155.51,False,one-time,775.8,482.27,60.86,4761.9,neutral,2
USER_0001,lifestyle_spender,NY,2024-01-24,1,2024,2024-01,Groceries,Walmart,30.75,False,one-time,513.02,4245.23,-87.92,4406.43,positive,9
USER_0001,lifestyle_spender,NY,2024-09-28,9,2024,2024-09,Sports & Fitness,Dick's Sporting Goods,136.82,False,one-time,247.2,604.42,-59.1,3931.61,positive,14
USER_0001,lifestyle_spender,NY,2024-11-13,11,2024,2024-11,Gas,Circle K,171.43,False,one-time,491.43,545.82,-9.96,4447.55,positive,10
USER_0001,lifestyle_spender,NY,2024-08-23,8,2024,2024-08,Groceries,Trader Joe's,238.67,False,one-time,843.09,377.58,123.29,4739.77,positive,7
USER_0001,lifestyle_spender,NY,2024-02-07,2,2024,2024-02,Electronics,B&H Photo,118.9,False,one-time,894.7,513.02,74.4,4397.82,neutral,10
USER_0001,lifestyle_spender,NY,2024-08-21,8,2024,2024-08,Travel,Airbnb,101.49,False,one-time,944.58,377.58,150.17,3968.98,positive,14
USER_0001,lifestyle_spender,NY,2024-10-19,10,2024,2024-10,Clothing,Gap,119.89,False,one-time,665.71,247.2,169.3,5145.23,neutral,14
USER_0001,lifestyle_spender,NY,2024-05-20,5,2024,2024-05,Subscriptions,LinkedIn Premium,9.99,True,monthly,497.44,122.36,306.54,4830.98,negative,11
USER_0001,lifestyle_spender,NY,2024-04-27,4,2024,2024-04,Electronics,Apple Store,204.92,False,one-time,327.28,4745.91,-93.1,4663.2,neutral,6
USER_0001,lifestyle_spender,NY,2024-11-17,11,2024,2024-11,Subscriptions,Planet Fitness,9.99,True,monthly,501.42,665.71,-24.68,4420.11,negative,13
USER_0001,lifestyle_spender,NY,2024-03-08,3,2024,2024-03,Subscriptions,Disney+,29.99,True,monthly,29.99,894.7,-96.65,4062.11,negative,6
USER_0001,lifestyle_spender,NY,2024-10-03,10,2024,2024-10,Electronics,B&H Photo,169.73,False,one-time,835.44,247.2,237.96,4171.91,neutral,17
USER_0002,average_spender,FL,2024-05-31,5,2024,2024-05,Electronics,Best Buy,59.21,False,one-time,59.21,2172.13,-97.27,1919.7,neutral,9
USER_0002,average_spender,FL,2024-12-12,12,2024,2024-12,Jewelry,Tiffany & Co.,87.02,False,one-time,87.02,1839.47,-95.27,2130.42,negative,10
USER_0002,average_spender,FL,2024-10-01,10,2024,2024-10,Subscriptions,HBO Max,19.99,True,monthly,19.99,2274.41,-99.12,2412.8,negative,13
USER_0002,average_spender,FL,2024-02-25,2,2024,2024-02,Gas,Shell,75.92,False,one-time,75.92,2305.2,-96.71,2492.49,positive,12
USER_0002,average_spender,FL,2024-11-08,11,2024,2024-11,Dining,Chick-fil-A,99.16,False,one-time,99.16,19.99,396.05,2069.45,neutral,15
USER_0002,average_spender,FL,2024-02-29,2,2024,2024-02,Groceries,Walmart,54.61,False,one-time,130.53,2636.42,-95.05,1946.64,positive,9
USER_0002,average_spender,FL,2024-10-02,10,2024,2024-10,Subscriptions,YouTube Premium,29.99,True,monthly,49.98,2350.03,-97.87,2360.47,negative,15
USER_0002,average_spender,FL,2024-10-27,10,2024,2024-10,Entertainment,Sky Zone,64.6,False,one-time,114.58,2336.33,-95.1,2420.24,neutral,15
USER_0002,average_spender,FL,2024-05-23,5,2024,2024-05,Subscriptions,HBO Max,17.99,True,monthly,77.2,2150.18,-96.41,2497.37,negative,13
USER_0002,average_spender,FL,2024-02-20,2,2024,2024-02,Electronics,B&H Photo,62.88,False,one-time,193.41,1813.28,-89.33,2052.08,neutral,5
USER_0002,average_spender,FL,2024-08-20,8,2024,2024-08,Subscriptions,Hulu,9.99,True,monthly,9.99,1804.51,-99.45,2090.12,negative,6
USER_0002,average_spender,FL,2024-10-16,10,2024,2024-10,Online Shopping,Target,34.31,False,one-time,148.89,1942.3,-92.33,2012.53,neutral,9
USER_0002,average_spender,FL,2024-06-17,6,2024,2024-06,Home Improvement,Home Depot,81.23,False,one-time,81.23,77.2,5.22,2519.46,positive,6
USER_0002,average_spender,FL,2024-10-03,10,2024,2024-10,Entertainment,AMC Theaters,80.29,False,one-time,229.18,2341.73,-90.21,1887.01,neutral,2
USER_0002,average_spender,FL,2024-07-02,7,2024,2024-07,Travel,Uber,73.47,False,one-time,73.47,81.23,-9.55,1985.0,positive,3
USER_0002,average_spender,FL,2024-03-05,3,2024,2024-03,Healthcare,CVS Pharmacy,67.08,False,one-time,67.08,193.41,-65.32,2184.32,positive,13
USER_0002,average_spender,FL,2024-09-19,9,2024,2024-09,Gas,Circle K,35.59,False,one-time,35.59,9.99,256.26,2275.97,positive,18
USER_0002,average_spender,FL,2024-06-03,6,2024,2024-06,Groceries,Whole Foods,62.12,False,one-time,143.35,77.2,85.69,2429.22,positive,15
USER_0002,average_spender,FL,2024-12-17,12,2024,2024-12,Subscriptions,HelloFresh,49.99,True,monthly,137.01,99.16,38.17,1923.32,negative,6
USER_0002,average_spender,FL,2024-02-03,2,2024,2024-02,Subscriptions,Microsoft 365,29.99,True,monthly,223.4,2095.2,-89.34,2264.28,negative,11
USER_0002,average_spender,FL,2024-08-20,8,2024,2024-08,Jewelry,Zales,64.19,False,one-time,74.18,73.47,0.97,1945.51,negative,8
USER_0002,average_spender,FL,2024-08-08,8,2024,2024-08,Travel,Airbnb,51.94,False,one-time,126.12,73.47,71.66,2169.31,positive,15
USER_0002,average_spender,FL,2024-02-18,2,2024,2024-02,Electronics,B&H Photo,69.03,False,one-time,292.43,2089.38,-86.0,1970.74,neutral,17
USER_0002,average_spender,FL,2024-02-04,2,2024,2024-02,Subscriptions,Spotify,12.99,True,monthly,305.42,2140.05,-85.73,2361.43,negative,13
USER_0002,average_spender,FL,2024-03-07,3,2024,2024-03,Utilities,Duke Energy,84.11,False,one-time,151.19,305.42,-50.5,2141.13,positive,15
USER_0002,average_spender,FL,2024-01-27,1,2024,2024-01,Utilities,Duke Energy,123.63,False,one-time,123.63,2069.45,-94.03,2251.43,positive,8
USER_0002,average_spender,FL,2024-03-20,3,2024,2024-03,Travel,Delta Airlines,77.99,False,one-time,229.18,305.42,-24.96,2237.14,positive,5
USER_0002,average_spender,FL,2024-05-22,5,2024,2024-05,Home Improvement,Menards,80.2,False,one-time,157.4,2503.74,-93.71,2513.2,positive,2
USER_0002,average_spender,FL,2024-11-07,11,2024,2024-11,Online Shopping,Etsy,71.35,False,one-time,170.51,229.18,-25.6,2050.36,neutral,11
USER_0002,average_spender,FL,2024-06-22,6,2024,2024-06,Entertainment,Regal Cinema,22.17,False,one-time,165.52,157.4,5.16,2134.52,neutral,6
USER_0002,average_spender,FL,2024-11-20,11,2024,2024-11,Dining,Local Diner,72.63,False,one-time,243.14,229.18,6.09,2147.09,neutral,12
USER_0002,average_spender,FL,2024-03-21,3,2024,2024-03,Coffee Shops,Peet's Coffee,74.94,False,one-time,304.12,305.42,-0.43,2244.61,neutral,4
USER_0002,average_spender,FL,2024-01-27,1,2024,2024-01,Home Improvement,Home Depot,139.02,False,one-time,262.65,2353.09,-88.84,2049.59,positive,15
USER_0002,average_spender,FL,2024-09-05,9,2024,2024-09,Jewelry,Tiffany & Co.,68.2,False,one-time,103.79,126.12,-17.71,2208.15,negative,13
USER_0002,average_spender,FL,2024-08-08,8,2024,2024-08,Subscriptions,Planet Fitness,49.99,True,monthly,176.11,73.47,139.7,2073.56,negative,9
USER_0002,average_spender,FL,2024-07-21,7,2024,2024-07,Groceries,Whole Foods,81.37,False,one-time,154.84,165.52,-6.45,2493.91,positive,6
USER_0002,average_spender,FL,2024-05-10,5,2024,2024-05,Dining,McDonald's,72.41,False,one-time,229.81,2197.7,-89.54,2154.23,neutral,6
USER_0002,average_spender,FL,2024-07-13,7,2024,2024-07,Travel,Uber,42.17,False,one-time,197.01,165.52,19.02,2310.91,positive,13
USER_0002,average_spender,FL,2024-02-06,2,2024,2024-02,Coffee Shops,Starbucks,103.81,False,one-time,409.23,262.65,55.81,2173.44,neutral,4
USER_0002,average_spender,FL,2024-06-09,6,2024,2024-06,Utilities,Water Dept,93.38,False,one-time,258.9,229.81,12.66,2145.68,positive,5
USER_0002,average_spender,FL,2024-07-26,7,2024,2024-07,Subscriptions,HBO Max,14.99,True,monthly,212.0,258.9,-18.12,2277.96,negative,13
USER_0002,average_spender,FL,2024-02-15,2,2024,2024-02,Dining,Chipotle,94.43,False,one-time,503.66,262.65,91.76,2134.3,neutral,4
USER_0002,average_spender,FL,2024-07-21,7,2024,2024-07,Coffee Shops,Peet's Coffee,49.08,False,one-time,261.08,258.9,0.84,2384.22,neutral,4
USER_0002,average_spender,FL,2024-09-18,9,2024,2024-09,Healthcare,Walgreens,110.74,False,one-time,214.53,176.11,21.82,2100.59,positive,6
USER_0002,average_spender,FL,2024-04-30,4,2024,2024-04,Subscriptions,Disney+,17.99,True,monthly,17.99,304.12,-94.08,1970.89,negative,4
USER_0002,average_spender,FL,2024-03-31,3,2024,2024-03,Sports & Fitness,Academy Sports,35.95,False,one-time,340.07,503.66,-32.48,2242.07,positive,16
USER_0002,average_spender,FL,2024-12-14,12,2024,2024-12,Utilities,Duke Energy,88.98,False,one-time,225.99,243.14,-7.05,2283.96,positive,6
USER_0002,average_spender,FL,2024-08-13,8,2024,2024-08,Subscriptions,YouTube Premium,19.99,True,monthly,196.1,261.08,-24.89,2260.34,negative,13
USER_0002,average_spender,FL,2024-09-16,9,2024,2024-09,Subscriptions,YouTube Premium,49.99,True,monthly,264.52,196.1,34.89,2113.37,negative,11
USER_0002,average_spender,FL,2024-02-09,2,2024,2024-02,Online Shopping,Amazon,131.75,False,one-time,635.41,262.65,141.92,2204.66,neutral,16
USER_0003,frugal_saver,PA,2024-10-24,10,2024,2024-10,Home Improvement,Home Depot,18.74,False,one-time,18.74,783.91,-97.61,874.36,positive,8
USER_0003,frugal_saver,PA,2024-06-13,6,2024,2024-06,Healthcare,Walgreens,22.14,False,one-time,22.14,946.47,-97.66,788.13,positive,12
USER_0003,frugal_saver,PA,2024-02-13,2,2024,2024-02,Entertainment,AMC Theaters,27.46,False,one-time,27.46,719.28,-96.18,785.06,neutral,16
USER_0003,frugal_saver,PA,2024-09-25,9,2024,2024-09,Entertainment,Dave & Buster's,22.64,False,one-time,22.64,759.31,-97.02,747.89,neutral,15
USER_0003,frugal_saver,PA,2024-06-22,6,2024,2024-06,Groceries,H-E-B,14.26,False,one-time,36.4,847.14,-95.7,695.82,positive,5
USER_0003,frugal_saver,PA,2024-10-12,10,2024,2024-10,Clothing,Nike,27.22,False,one-time,45.96,22.64,103.0,837.58,neutral,6
USER_0003,frugal_saver,PA,2024-06-19,6,2024,2024-06,Sports & Fitness,Dick's Sporting Goods,18.17,False,one-time,54.57,933.36,-94.15,754.46,positive,14
USER_0003,frugal_saver,PA,2024-03-07,3,2024,2024-03,Dining,Olive Garden,30.46,False,one-time,30.46,27.46,10.92,834.44,neutral,12
USER_0003,frugal_saver,PA,2024-03-06,3,2024,2024-03,Online Shopping,Target,19.31,False,one-time,49.77,27.46,81.25,840.91,neutral,18
USER_0003,frugal_saver,PA,2024-07-04,7,2024,2024-07,Subscriptions,Disney+,14.99,True,monthly,14.99,54.57,-72.53,762.02,negative,17
USER_0003,frugal_saver,PA,2024-04-08,4,2024,2024-04,Entertainment,Regal Cinema,39.07,False,one-time,39.07,49.77,-21.5,882.66,neutral,5
USER_0003,frugal_saver,PA,2024-09-16,9,2024,2024-09,Online Shopping,Target,20.4,False,one-time,43.04,652.08,-93.4,760.82,neutral,6
USER_0003,frugal_saver,PA,2024-11-01,11,2024,2024-11,Entertainment,Regal Cinema,24.09,False,one-time,24.09,45.96,-47.58,865.06,neutral,7
USER_0003,frugal_saver,PA,2024-08-12,8,2024,2024-08,Subscriptions,HBO Max,17.99,True,monthly,17.99,14.99,20.01,826.54,negative,16
USER_0003,frugal_saver,PA,2024-04-29,4,2024,2024-04,Clothing,Forever 21,33.17,False,one-time,72.24,49.77,45.15,726.56,neutral,16
USER_0003,frugal_saver,PA,2024-08-24,8,2024,2024-08,Home Improvement,Menards,16.82,False,one-time,34.81,14.99,132.22,780.48,positive,7
USER_0003,frugal_saver,PA,2024-04-12,4,2024,2024-04,Entertainment,Dave & Buster's,28.49,False,one-time,100.73,49.77,102.39,795.34,neutral,13
USER_0003,frugal_saver,PA,2024-10-10,10,2024,2024-10,Coffee Shops,Starbucks,37.12,False,one-time,83.08,43.04,93.03,863.15,neutral,10
USER_0003,frugal_saver,PA,2024-08-18,8,2024,2024-08,Entertainment,Sky Zone,13.81,False,one-time,48.62,14.99,224.35,898.52,neutral,16
USER_0003,frugal_saver,PA,2024-06-27,6,2024,2024-06,Jewelry,Zales,28.14,False,one-time,82.71,766.87,-89.21,769.75,negative,14
USER_0003,frugal_saver,PA,2024-02-11,2,2024,2024-02,Groceries,Walmart,28.75,False,one-time,56.21,937.86,-94.01,881.4,positive,12
USER_0003,frugal_saver,PA,2024-03-15,3,2024,2024-03,Clothing,Forever 21,32.92,False,one-time,82.69,56.21,47.11,713.31,neutral,17
USER_0003,frugal_saver,PA,2024-08-17,8,2024,2024-08,Dining,McDonald's,16.77,False,one-time,65.39,14.99,336.22,880.39,neutral,18
USER_0003,frugal_saver,PA,2024-08-04,8,2024,2024-08,Clothing,Zara,16.1,False,one-time,81.49,14.99,443.63,691.46,neutral,15
USER_0003,frugal_saver,PA,2024-11-23,11,2024,2024-11,Gas,Shell,30.84,False,one-time,54.93,83.08,-33.88,897.24,positive,2
USER_0003,frugal_saver,PA,2024-11-19,11,2024,2024-11,Travel,United Airlines,29.04,False,one-time,83.97,83.08,1.07,680.38,positive,13
USER_0003,frugal_saver,PA,2024-05-03,5,2024,2024-05,Entertainment,AMC Theaters,28.67,False,one-time,28.67,100.73,-71.54,766.54,neutral,18
